id,lat,lon,mean_tmin
USW00094038,46.0108,-102.6517,-1.4903540065861676
USC00201299,43.4839,-83.3919,3.2863065326633185
USC00217228,46.7764,-96.6561,1.4897959183673466
USC00131833,40.9883,-94.7589,4.516854587869363
USR0000MSIN,37.5014,-91.2594,8.176506955177748
USW00014822,42.4072,-83.0089,6.405988112927194
USW00094056,45.0325,-102.02,1.2552410313901339
USC00214008,48.6281,-93.9047,-1.2432098765432091
USW00003994,38.7119,-93.1747,8.342401758724925
USC00141179,39.7997,-98.3011,4.030978352072497
USC00146084,38.4967,-94.9431,7.397948448185169
USC00255555,41.9178,-103.4842,2.6722325150532664
USC00326315,46.5406,-102.8692,-0.785125728086376
USW00014894,40.17,-80.6442,6.6980206185567015
USC00213311,44.8133,-95.5517,0.8762350414237495
USC00158635,37.1025,-82.8047,6.437090123699194
USC00208443,43.3656,-83.5828,2.2340311587147017
USW00004850,40.7081,-84.0214,6.100512039856073
USC00050834,39.6567,-102.1192,3.2326555652936033
USC00251602,41.0939,-102.4717,2.2886059418870395
USC00320818,46.7717,-100.7592,-0.21240116521015442
USC00231640,39.3736,-90.9061,7.273372948500281
USC00335857,39.7331,-82.2156,4.433011744966443
USC00113879,37.7408,-88.5244,8.425413167163372
USC00115841,39.4158,-89.4614,6.521649484536081
USC00211630,46.7053,-92.5239,-1.3496055226824455
USC00324958,48.7622,-98.3447,-1.9932048286604362
USW00003849,37.0894,-84.0689,8.168064692982457
USC00137726,42.8928,-95.1469,2.372078192153056
USC00325479,46.8128,-100.9097,-0.2205090909090917
USC00390022,45.4553,-98.4142,0.175954525954526
USC00393077,44.2181,-100.7194,0.2417328042328044
USC00233043,38.4583,-91.7028,6.796140503035559
USW00014938,40.0967,-92.5469,5.500260845689181
USR0000MBAU,48.6703,-94.6172,-1.4865959498553536
USW00004827,40.1333,-80.2833,5.467122186495176
USC00129222,41.4439,-86.9294,3.9913055831794297
USC00250525,41.8858,-98.5631,2.9476652245263306
USC00116157,38.9917,-88.1828,7.519687367976345
USC00201178,44.2114,-85.4086,2.2032050066375874
USW00094893,45.8133,-88.1131,-0.12419133771929787
USC00202783,44.5847,-85.3653,0.7058184287978269
USC00477132,45.4167,-91.7725,0.4242633582405183
USC00146076,38.6361,-95.8031,6.573896031302402
USC00338552,40.0992,-83.7822,5.285833333333334
USC00394864,45.9397,-102.1575,1.1760503040353798
USC00203421,46.8736,-89.1006,0.4475664145821214
USC00395561,44.5178,-98.9814,1.4206147248034309
USC00202804,43.9158,-83.0831,3.4697302104951087
USC00201896,45.6414,-85.0142,2.5137501852126247
USC00206658,42.6389,-83.2556,5.1953006219765
USC00255997,42.0289,-97.4855,2.823069264684966
USC00390701,45.5267,-102.4661,1.043632305760915
USC00478376,44.9958,-88.3786,0.7205078929306785
USC00396575,43.0178,-98.5583,3.913376251788271
USC00467649,38.8561,-80.3075,6.121799746514578
USC00250640,40.1306,-99.8278,2.510930616740087
USC00144087,38.1964,-99.9175,4.928096461187215
USW00014905,40.7333,-99.0,4.388104245481297
USC00478723,42.6906,-88.0336,3.240650741350905
USC00477226,44.8544,-92.6122,0.9420652474426321
USC00472055,44.3514,-87.812,2.4657452489398453
USC00120676,40.6683,-84.93,5.340613668061366
USC00124356,39.9236,-86.5983,5.430638445523944
USC00258133,41.4581,-100.5986,1.6180672850616085
USC00394766,44.0642,-99.4606,2.0540808543096873
USC00052446,38.4758,-102.7769,3.234847438906531
USC00254985,41.2789,-98.9697,3.012771827328787
USC00132299,40.6458,-91.5639,5.507984119982356
USC00208800,44.2542,-84.2011,1.2980653128430288
USW00054808,40.0528,-88.3728,5.191205615194053
USC00395648,44.7336,-100.8042,1.7883535591378377
USR0000IBIO,38.9253,-85.3625,6.66451840361021
USC00200361,43.6253,-84.0189,2.5449365079365087
USC00325660,47.4989,-97.3514,-1.627658362989324
USW00024012,46.7997,-102.7972,-0.8174770965468641
USC00210989,47.2472,-91.8625,-4.038315407179772
USC00336118,41.2633,-82.6147,5.544419580419581
USC00120784,39.1739,-86.5208,6.71005687335276
USW00014914,46.9242,-96.812,0.6115811088295685
USC00051539,38.115,-103.51,1.9109568115539508
USC00141704,37.2694,-99.3214,8.284787440955824
USC00334551,40.7247,-84.1294,5.513942507985001
USW00094823,40.4847,-80.2144,6.353442847364818
USC00332928,39.5536,-84.3189,6.433383383383386
USC00476718,43.5306,-89.4369,3.3340827586206894
USW00094908,42.3983,-90.7092,3.6621147787974238
USC00053038,40.2569,-103.87,1.2248325605358064
USC00157431,37.0875,-82.9928,7.393737730663524
USC00235492,40.4572,-92.1819,4.890339127956684
USC00144178,38.6078,-97.9597,6.048387549074595
USC00476200,43.1003,-88.5036,3.3138588503130344
USC00136940,41.0036,-95.2419,4.248547198665371
USW00004978,44.0178,-92.8314,2.519698009608785
USW00004826,44.3592,-89.8369,1.8349044936100045
USC00231600,39.5331,-91.645,7.249128762163385
USC00114957,38.7239,-87.7197,7.542525681898689
USC00322148,48.1167,-98.9,-0.7692717584369432
USC00326255,46.5111,-99.7725,-0.9039127837514942
USC00395325,44.8656,-102.5658,-0.29308710801393795
USR0000NLOS,48.6333,-102.4,-1.4999583795782454
USC00473511,46.0003,-91.5075,0.36809219661205234
USW00003013,38.0717,-102.6875,2.8812517231872077
USW00014954,44.2167,-93.9167,4.294054776219107
USC00148341,39.3033,-95.4861,6.727967877094972
USW00014847,46.48,-84.3581,1.523394055608821
USW00003997,39.0078,-95.2114,6.2613567701181
USW00094991,40.6306,-93.9006,5.597267080745342
USC00132689,43.1025,-94.6833,2.9928458149779726
USC00460580,37.7647,-81.1942,3.832145352900072
USC00141612,38.9408,-95.3397,7.170627866972476
USC00333722,41.2875,-84.7597,3.8892412826353597
USC00393764,44.3256,-103.1086,1.3005072119194803
USW00024024,44.0511,-101.6014,1.200510556092176
USR0000MMEA,48.1197,-92.1589,-0.7552514587385386
USR0000NCRE,41.7611,-102.4378,2.890597439544809
USC00474027,45.0828,-91.3314,1.9229761439186532
USR0000MEFF,47.7794,-93.6461,-2.2180327868852454
USW00093990,39.3742,-99.83,4.916744377399891
USC00053258,39.2772,-103.4944,3.1486914276759133
USC00250420,42.5136,-99.0303,2.2665194067529186
USC00392446,44.8667,-101.4669,1.2161062447018935
USC00133517,42.7858,-91.0958,4.6332505518763805
USC00466284,38.1878,-80.8483,4.114713467048711
USW00094940,43.9667,-90.7333,1.025745973065751
USC00141858,38.3703,-96.5483,6.322714757709248
USC00142827,39.0572,-96.765,7.2456228956228905
USC00202308,41.9553,-83.6489,4.86923186344239
USC00477576,43.2619,-89.735,1.9477065767284985
USR0000MFAR,37.7617,-90.0,7.875831899024669
USC00143929,38.09,-97.9125,6.389455500276394
USC00156882,37.2164,-86.8939,7.384914407988586
USC00210050,48.3006,-95.9817,-4.141726844583989
USC00391972,43.9611,-101.8606,0.3027915975677171
USC00470308,43.3042,-89.3453,1.4761990077177498
USR0000MBRN,46.4006,-94.1272,0.36053613375708227
USC00468986,39.3133,-80.0297,5.303394929093253
USC00134101,41.6092,-91.505,4.414366703539823
USW00014931,40.7728,-91.1256,6.141219178082192
USC00204105,46.4653,-90.1383,-0.8603518267929645
USC00216565,44.0139,-96.3253,1.0966491276654668
USC00478540,43.4719,-88.8825,2.416617033948779
USC00146435,39.245,-99.3808,4.576684881602914
USC00129240,41.2633,-85.8678,4.676448182828124
USC00200230,42.2981,-83.6639,4.824907572230589
USW00014933,41.5339,-93.6531,5.909979466119096
USC00050306,38.6842,-102.1614,2.7441294387170676
USC00252980,41.4453,-96.0928,4.187754477269249
USR0000MMOR,45.89,-93.2697,0.7291910739191073
USC00233601,39.7231,-91.3747,6.763822999028994
USC00112745,42.3161,-90.2269,3.0143729189789132
USC00467743,38.7778,-80.9636,4.919312945119398
USC00113384,41.4511,-90.1486,5.5009618026930465
USC00215989,47.8358,-94.2556,-2.4723457675753227
USC00144199,39.1469,-94.8114,7.955968169761277
USC00144464,37.9411,-101.2492,5.240486664833653
USC00466325,37.5783,-81.3272,5.713026710469936
USC00336465,41.1247,-84.5919,4.606190061028772
USC00473198,43.3081,-87.9553,4.31734548052876
USC00114629,37.9836,-89.9469,7.712556118754527
USC00135230,43.1631,-93.1953,2.2174675504004426
USC00145152,38.3772,-97.6097,6.451085003455428
USW00014926,45.5442,-94.0517,1.0266119096509239
USC00123146,38.5947,-86.6128,7.053956684714705
USC00217502,45.5458,-93.7572,0.9545185810810809
USC00394671,45.7733,-103.8789,-0.34184490033464326
USC00055025,39.7553,-103.4986,0.6647783933518007
USC00133487,42.3647,-92.7594,2.939852037967617
USC00230657,37.0539,-93.5756,6.951639926167828
USC00251415,40.2844,-100.1419,2.6313191371681413
USW00054932,46.1136,-92.9936,0.07522292993630535
USW00094897,44.1333,-87.6667,2.5394317578332455
USC00156012,38.3422,-83.1039,5.027840122982321
USW00094815,42.2283,-85.5461,5.13544042874811
USC00231145,38.2611,-94.405,7.191109253065775
USC00235227,37.1086,-92.5789,7.1507854157659585
USC00115772,40.9361,-90.7197,4.6722459185174285
USC00251450,40.6944,-99.7008,3.482095182820662
USC00474457,42.6006,-88.4253,3.3083541147132194
USC00475364,45.1786,-89.6617,0.2414811761472921
USW00094822,42.1933,-89.0933,4.6214784394250525
USC00258465,40.3544,-96.1939,4.192044365329318
USW00094978,41.7631,-96.1797,3.861868825466521
USC00146498,38.645,-95.5661,7.699318181818183
USC00156563,37.655,-82.8294,6.87120596205962
USC00396212,43.1878,-103.2372,0.7084839203675348
USR0000MWAT,46.2689,-89.17,-0.7873135388549511
USW00003966,38.6575,-90.6558,7.427408729069448
USC00201845,46.5589,-88.5419,0.15466048080978395
USC00446125,37.0153,-82.3197,7.520406030750861
USC00258795,41.3197,-96.3672,5.297737746124842
USC00477052,43.5228,-90.0003,2.6080258435032286
USC00231748,38.4844,-93.2556,6.728516718220653
USW00004854,45.0167,-84.6894,1.6102001645187831
USC00149080,37.8833,-95.7278,7.353311212498275
USC00399232,43.6872,-98.6717,1.5953072153325818
USW00004845,42.5953,-87.9383,4.153071859572133
USC00462920,39.4583,-80.1353,6.90555636575762
USC00474373,43.8225,-91.1914,3.2607278882776134
USC00470773,45.5556,-90.9589,0.2924435028248582
USC00472279,44.6197,-91.9794,1.8850061766522543
USC00127069,40.4175,-84.9925,4.5423798266351465
USC00210746,48.1969,-93.7994,-2.1383321775312067
USC00114447,39.7133,-90.2286,6.150912056947947
USC00337935,39.9736,-83.8072,4.929608540925268
USR0000MMTV,37.0711,-93.8972,8.735957116659614
USR0000MSHE,45.5325,-93.7503,0.9052332037756801
USW00063888,39.8403,-83.84,6.277381419051355
USC00144114,37.5669,-101.7506,5.136164043082023
USW00094081,45.5161,-103.3017,-1.1639459533985934
USW00013301,39.8667,-93.1469,6.2794803370786525
USC00253618,42.8003,-103.7867,1.4993009073330357
USW00014841,45.5644,-84.7928,0.3277047384278273
USC00235708,39.635,-91.7233,5.910995723885152
USC00394630,43.4403,-102.1431,0.903325688073395
USW00094960,45.0622,-93.3511,2.8916286779941993
USC00116765,40.0164,-89.8344,6.042063492063491
USC00147542,39.7772,-98.7783,4.358981533296027
USC00115825,41.3714,-88.4333,5.620890410958906
USC00477174,45.2142,-91.8878,0.27456831054012926
USC00250435,40.3706,-95.7469,5.310919304014249
USW00004846,41.4536,-86.9981,5.170078740157482
USW00014916,47.9428,-97.1831,-1.0402600958247767
USC00396292,44.7322,-100.1447,1.254334301119867
USC00213411,46.4119,-94.3608,0.9664193500519357
USC00328840,47.5214,-100.8883,-1.317340720221607
USC00124244,41.6317,-87.0881,5.71571644042232
USW00014990,41.8831,-91.7247,3.779034690799399
USW00053803,37.75,-87.1667,9.186501147506778
USC00467018,40.1478,-80.7014,6.487473490739436
USW00013996,39.0725,-95.6261,7.345577765607883
USC00135086,42.4733,-91.4517,2.3266858552631593
USC00257667,41.8644,-103.6397,1.7094347581552303
USC00398420,45.05,-98.0958,0.46155578655578683
USR0000KKOO,37.7689,-83.6333,8.418575280261106
USC00146637,39.0667,-100.2389,4.592780933906056
USC00208184,41.93,-85.6386,4.1497858820279045
USC00252851,40.075,-95.5189,4.921661285588496
USC00474195,44.4628,-87.505,2.822857142857143
USW00024030,41.0992,-102.9864,1.0032129087533908
USC00394651,43.1,-101.5658,1.1903737259343141
USC00217184,43.8053,-91.75,1.362202959198924
USC00332160,40.4056,-81.3436,4.9173774577679294
USC00471249,45.9808,-90.5417,-1.4405123622281788
USW00014939,40.8478,-96.7647,4.749171800136892
USC00113290,41.8978,-90.1544,5.026335559265442
USC00468384,38.8008,-81.3583,5.386785206258891
USC00111329,39.2975,-87.9747,6.52564308681672
USC00132070,41.6119,-90.5803,4.747936308401423
USC00200146,43.3869,-84.6481,3.420918091809181
USC00253735,40.175,-97.5903,4.163904909269941
USR0000SELK,43.5608,-103.4914,3.638407202216067
USW00014828,43.9758,-84.4908,2.034467026130236
USR0000MRAC,46.25,-84.5833,-0.0919572953736656
USW00094938,46.4019,-94.1272,0.5127905377527157
USC00054726,37.7514,-103.4767,4.0419514323106
USC00392927,45.0325,-99.1225,0.6460524509130848
USC00123206,41.3414,-85.1292,4.508659265584971
USC00132603,42.7753,-91.4536,1.2206739006282135
USC00473756,43.4389,-88.6314,2.676584555770828
USR0000MDOE,46.2536,-86.7142,-1.3973603351955306
USW00014919,46.9258,-98.6703,-0.2945357436318822
USC00130203,41.9519,-93.5656,3.0895853423336543
USC00204425,46.3342,-87.3778,1.4759140385152103
USC00218323,44.2394,-95.6308,2.282775521635626
USC00393069,44.4106,-103.4769,2.2957259065214393
USC00256375,41.1844,-97.5514,3.862659355723099
USC00054770,38.0936,-102.6306,3.1380248618784536
USC00236826,37.8956,-90.8414,7.54550736961451
USC00253185,41.4514,-97.7644,3.920400054802028
USC00325230,46.6611,-98.2267,1.4523652365236541
USC00237116,39.2422,-93.97,5.320405825560463
USC00127522,39.7594,-87.2269,5.963717089889389
USC00231216,39.7469,-94.2531,6.522274709302326
USC00472314,45.9169,-89.2564,-0.7166716731751286
USW00003063,37.8639,-103.8225,1.505524254500482
USC00237862,39.3903,-94.5497,7.743841082581542
USR0000MLTF,45.9514,-94.3444,0.3416586173589074
USC00204320,43.2036,-85.7775,2.4175905395417576
USR0000KCIM,37.1408,-101.9003,5.572201963534362
USC00392984,44.0475,-96.6025,0.38175303197353994
USC00398980,45.4247,-97.3269,1.4443993847014402
USW00054856,40.7642,-81.9103,5.946172006745361
USC00133584,42.7561,-93.2019,2.6312221603563475
USR0000MBRR,44.8019,-86.0508,4.076889972744226
USW00014845,43.5281,-84.0814,4.443983572895277
USW00003919,38.78,-97.6444,7.165297995056303
USC00232511,37.8642,-94.0156,7.888013888888892
USC00325848,48.0781,-99.2656,-1.3929503916449102
USC00473271,44.5331,-88.0981,2.1968166690782813
USW00054903,44.0603,-90.1736,2.3502770850651156
USC00200925,45.1672,-84.9139,2.946224475811978
USC00202094,45.9983,-83.9014,2.024255377826806
USC00143527,38.8586,-99.3358,5.045954825462015
USR0000MSEA,48.1,-90.9,-2.7440518906983162
USC00471287,43.7861,-90.7953,1.8576964477933253
USC00059295,40.1236,-102.7217,3.464244274809163
USC00213104,47.0792,-96.7758,0.17170037709975997
USS0003E05S,44.21,-103.79,-0.2824157764995895
USC00126989,41.3392,-86.3358,4.567264945464587
USC00203585,43.8322,-82.6428,3.6120509193776518
USC00200710,42.1244,-86.4267,5.156060819372096
USC00116616,41.4944,-87.6794,5.164751662657421
USC00202423,44.2839,-83.5036,2.436275181581472
USW00003974,37.7497,-97.2192,8.01034909290819
USC00140497,38.7625,-95.1917,1.5073959938366717
USC00205097,44.855,-85.8353,2.665297556588218
USC00230360,37.0092,-92.7561,7.316997674002506
USC00251408,41.2522,-100.075,3.3479444340153934
USC00323376,47.6539,-101.4197,-1.121334091878822
USC00130200,42.0208,-93.7742,4.520739726027396
USC00324180,46.0044,-102.6472,-1.2489084341133971
USC00395406,45.7886,-100.8272,-0.3612917594654783
USR0000MHIL,47.0375,-93.6042,-1.0874204262385827
USR0000MSEN,46.2403,-85.9428,0.669462068965517
USC00207812,46.0556,-88.6275,-2.8056476111571373
USC00396170,44.4419,-100.4172,1.5371771217712173
USR0000MITA,47.24,-95.19,-1.42225149036462
USC00130364,41.4175,-95.0042,3.0909843987298076
USW00003889,37.5908,-83.3131,9.114880219028064
USC00212645,47.4581,-92.5303,-1.6509461216235723
USC00215400,45.1219,-95.9269,1.7629005751848812
USC00218674,48.1953,-96.7761,-1.4271474878444075
USW00094933,42.55,-94.1833,3.1925465838509326
USW00014838,46.5458,-87.3794,2.864208182577233
USW00024044,42.0572,-102.8017,-0.45438447372149066
USC00132864,42.8825,-91.8303,1.9656776709848167
USC00205065,44.2114,-86.2939,4.207164549972392
USC00471676,44.6228,-88.7483,1.7549530905077253
USC00478672,44.1431,-87.5678,3.361663902708679
USC00338822,41.5183,-84.1453,4.449054276315791
USC00126580,38.8886,-86.5517,5.9830911680911685
USW00004998,40.1492,-97.5867,5.71187658495351
USW00013866,38.3794,-81.5911,7.83944665114368
USC00110598,40.3444,-91.1125,5.892932120363895
USC00206840,45.8728,-86.9497,1.2203668564199872
USC00328415,46.7153,-99.4475,-0.5983956473214287
USC00128437,41.7006,-86.2486,5.773052180128661
USC00134381,40.3969,-91.375,6.4287010309278365
USC00255310,40.2289,-100.61,2.86061046511628
USC00363343,40.5489,-80.2058,7.346211180124226
USR0000MKLL,47.9425,-94.455,-1.0652631578947376
USC00323196,48.9081,-103.8056,-2.84669667489473
USC00338025,40.3764,-80.6283,5.5480826446281
USR0000NHAM,48.5281,-98.6236,-1.656326889279437
USC00136103,43.4386,-93.2253,1.4529374099567787
USC00202381,45.1517,-85.1325,2.102907563025209
USC00208080,42.0028,-83.9336,3.0785479041916184
USC00468614,38.2203,-80.8939,5.352247023809524
USC00115833,41.7944,-89.9681,3.5243666899930015
USR0000OZAL,39.2753,-82.385,6.332113259668509
USW00003804,39.3394,-81.4439,6.852362423568651
USC00331516,39.1514,-84.6769,6.871288659793816
USW00004808,41.7714,-88.4814,3.969497114591922
USC00116837,39.6197,-90.8033,6.559683440346425
USC00130133,43.0664,-94.2222,2.216545295659772
USW00014835,40.4122,-86.9475,6.002033246325044
USW00014935,40.9614,-98.3131,4.6112936344969215
USW00093817,38.0503,-87.5147,8.636400986031227
USC00200106,42.6158,-82.5436,4.280398370303306
USC00232043,38.0597,-91.3956,7.259999999999999
USC00116738,39.8058,-90.8239,5.534316687400035
USC00142835,37.8172,-94.6986,8.036869679109367
USC00206662,44.0469,-82.9703,3.6825088339222627
USW00014995,45.7728,-92.6886,0.5226647966339403
USC00117636,38.6403,-88.9458,7.572769888322076
USC00252790,40.6864,-100.0536,3.474025079233843
USC00393029,44.0683,-98.0833,1.4642139967031327
USC00398116,45.3036,-97.0625,0.23246610981788327
USW00004848,41.5633,-83.4767,6.1935942559481925
USC00135952,43.0453,-92.3122,1.884972715824822
USC00231087,37.6669,-93.1069,6.587133527858832
USC00148946,38.9667,-98.4889,6.195145089285715
USC00473800,46.4625,-90.1956,-0.3038935296616171
USC00475017,44.0869,-87.6522,4.090969345484674
USW00094846,41.9603,-87.9317,6.040109514031484
USC00146242,37.3678,-95.2881,7.6204945054945075
USW00013809,38.7606,-87.5989,7.969339819318972
USW00014991,44.8667,-91.4881,1.7899794661190964
USC00056131,38.2133,-103.8211,1.8647937305929316
USC00205816,46.3517,-85.5164,0.4460095071303468
USC00231822,40.2394,-94.6833,5.674704327257548
USC00057582,38.4683,-102.2967,3.9593509350935108
USC00122814,39.2425,-87.3906,7.727650949434606
USC00205403,46.5353,-88.1094,3.157052096569252
USC00323705,47.4011,-103.2072,-0.4404070966854626
USC00214418,43.8658,-91.31,5.723516673884798
USW00013802,38.52,-89.8467,8.09091288036682
USW00054810,46.3344,-86.92,-0.2479538588299923
USC00463798,38.6194,-80.3822,3.8896263736263728
USC00131060,40.7747,-91.1164,5.676365906962222
USC00334979,40.1939,-83.2675,6.089818030281987
USR0000MMIO,44.6761,-84.1283,0.5633793103448276
USC00211198,43.6308,-91.5028,2.4045586406962296
USR0000WBRF,44.3003,-90.835,1.2957190058899575
USC00476420,42.5322,-88.3328,3.1949081961007013
USC00218419,47.0258,-91.6653,0.6111496680748335
USC00333780,41.3072,-81.1475,3.90056241426612
USW00093814,39.0444,-84.6725,7.74422997946612
USC00127370,39.8544,-84.8778,6.068133427963092
USC00205533,44.6467,-84.1158,0.9639082903127841
USC00392302,44.3825,-97.5494,2.156194265331323
USC00470347,46.5517,-90.9142,0.3335125708472604
USC00137161,42.3969,-94.6292,2.8787713612256915
USC00156028,37.2669,-83.65,7.06137953473239
USC00392565,43.6242,-103.9172,0.4987571701720838
USW00003816,37.0683,-88.7719,9.206627413391756
USW00094994,43.1561,-90.6775,2.925680505911467
USC00148287,37.5983,-101.2908,3.834871935351322
USC00154948,38.125,-82.6933,6.470604683677034
USC00258328,41.1042,-97.3094,3.7399638587711967
USC00446999,37.2008,-80.5864,5.7643330179754
USC00147305,37.1322,-96.18,7.799406863437372
USW00004803,45.6314,-89.4825,-0.2691011235955047
USW00014992,44.5483,-95.0806,2.3893121403124162
USC00137892,42.6333,-91.8633,2.144214501510574
USC00200417,43.8081,-82.9939,3.5135350318471326
USW00024091,40.5106,-101.6244,3.125020553576324
USC00218808,43.7467,-93.7367,2.278195904814609
USC00475352,46.1683,-90.0722,-1.6957621082621088
USR0000KTAL,38.435,-96.5608,7.4513070077864265
USC00253425,41.5461,-98.5331,1.9335950413223142
USC00212500,45.3056,-93.5825,1.6280343213728556
USC00218243,48.0667,-96.1833,5.653535353535361
USC00471131,46.5378,-91.5919,-0.7842568542568537
USC00143100,39.5039,-98.315,4.526801492244257
USC00218700,48.2058,-94.4272,-2.85779211039448
USC00150955,37.9561,-86.1161,6.882317290552585
USC00208706,46.5267,-88.6425,-0.29028633004926074
USC00214994,45.0022,-96.1661,1.1102837370242211
USC00329445,48.6061,-100.2911,-3.5190081463484355
USC00478190,44.87,-88.9044,0.38159360274168164
USC00143847,38.1042,-98.6592,6.870455832389582
USW00014852,41.2547,-80.6736,5.044969199178645
USW00063898,38.8883,-86.5708,7.6008458346632635
USC00110187,37.5222,-89.2486,8.548890077560847
USC00124837,41.6117,-86.7297,5.814540638505507
USC00212250,46.8367,-92.2108,-0.5817305632897841
USW00003998,37.3281,-95.5044,8.370841041696316
USC00205690,46.4122,-86.6625,1.5255701451278512
USC00334004,39.0792,-82.7064,5.761284271284273
USC00395090,43.9906,-97.0922,1.4442325726789622
USC00465875,38.0586,-80.6989,4.483723887375114
USC00396427,44.0622,-103.4819,-1.7971464191716306
USC00200758,44.5317,-86.1311,3.6433525219298244
USC00336405,40.9461,-83.9614,5.7082354566809475
USC00473698,45.2236,-91.1269,0.6351605215196976
USW00003893,39.1431,-86.6167,6.818784378437844
USC00142894,37.5339,-95.8269,7.7154659417006535
USC00467852,38.3833,-81.8339,6.44969272789348
USC00202375,42.9378,-85.6131,4.409223300970873
USC00216228,46.2153,-96.1781,1.6187241735537197
USC00216795,47.8761,-95.0167,-0.2806002928257695
USC00324879,48.9797,-100.3344,-2.25819529206626
USW00014920,43.8792,-91.2531,4.000944558521561
USC00215325,45.6772,-94.8019,0.45337697589014747
USC00471923,45.5331,-92.0228,0.4615577539361845
USC00210190,45.2533,-93.2928,0.7334827357237707
USC00055934,40.9319,-103.8678,0.09112867808519985
USC00200497,46.8208,-88.6064,-1.0763613185212169
USC00218681,48.8961,-95.4069,-1.032254464285715
USC00259513,40.9153,-97.5997,3.3012605042016787
USW00093819,39.7075,-86.2803,7.4060369609856265
USC00137312,42.4194,-94.9761,2.458417206673101
USC00394596,44.6228,-101.3297,1.572406432332431
USW00094982,41.6117,-90.5808,4.607338820301784
USC00130214,42.0783,-91.3019,3.3290004199915995
USC00475178,43.79,-90.0597,2.4184441656210787
USW00094963,44.8322,-93.4706,3.496506189821183
USC00141740,37.1681,-94.83,8.771147431621083
USC00338951,40.1267,-82.9442,6.652801784220801
USW00094814,44.3592,-84.6739,1.5903861955628598
USC00145856,39.7408,-99.8361,4.152777333119898
USC00211891,47.8186,-96.6139,-1.0506327184021946
USC00398622,42.7625,-96.9194,3.199554193368625
USR0000WGLI,46.14,-90.0,-0.9188397713010733
USC00135198,42.0647,-92.9244,3.001192622382471
USC00145744,38.0231,-97.3553,6.630034522439588
USC00235307,37.3233,-92.9828,7.701109893121407
USW00014858,47.1658,-88.4808,0.8097151506811604
USC00326015,46.6706,-100.2294,-0.3050084411930221
USC00478905,45.3583,-86.8911,2.3936815851461817
USW00003967,38.85,-94.7394,7.844555814911438
USC00208941,42.6981,-83.4717,3.097809496890899
USC00212842,46.9203,-92.8667,-2.1380104856512143
USR0000MATL,39.8697,-92.5206,5.792094313453539
USW00003945,38.8169,-92.2147,7.864538229651961
USC00219170,43.6453,-95.5803,1.654539037131159
USC00238223,38.9664,-93.4194,6.54946896780617
USC00213290,43.7047,-92.5644,1.1044140030441392
USC00232568,38.8681,-94.0353,6.679053947160265
USC00113106,38.6781,-88.4797,7.120897170462394
USC00131319,42.0497,-91.5881,4.644176762114538
USC00236777,37.905,-93.3167,7.923891519586745
USW00000132,44.0331,-89.3,2.2464479025710418
USC00253355,42.8967,-102.203,0.9747917580008764
USW00013841,39.4206,-83.8214,6.5729306794783815
USC00466600,37.6761,-81.6211,5.7354295696363335
USC00462622,38.1436,-82.3825,7.131716814159294
USC00144313,37.6453,-98.125,6.57920046349942
USC00324418,46.8844,-98.685,-0.362276445307084
USW00004852,40.4703,-81.4217,5.689541586604447
USW00004891,45.1992,-89.7114,-1.1681740322028082
USC00200197,46.2347,-88.4544,-2.1339221014492757
USC00392647,44.3186,-102.4683,0.9845573862049697
USC00236866,40.3986,-93.5839,4.921287052680081
USC00320450,47.0361,-98.0831,-5.67983193277311
USC00398911,44.0681,-102.4497,1.0003614079195473
USW00093815,39.9064,-84.2186,6.8370020533880895
USC00232809,37.7919,-90.4097,7.337161010382766
USC00254110,40.5092,-101.6514,1.6960838305032897
USC00397666,43.5878,-96.73,3.317363083164301
USC00391579,43.0428,-96.9033,2.340224688313468
USC00475516,45.8864,-89.7322,-1.4295181554604464
USW00014993,40.65,-94.0,6.474999999999998
USC00235916,39.1331,-94.0639,8.362079357106982
USC00125117,40.7478,-86.3878,5.218552927927926
USW00004839,42.7464,-86.0967,5.474694326143702
USW00013993,39.7683,-94.9094,5.8146911519198685
USW00024023,41.1219,-100.6689,1.9423819301848062
USW00054902,41.5561,-93.2856,4.392651356993736
USC00257040,41.0319,-98.9214,2.541284277249552
USC00332651,39.3478,-84.5897,6.205058905058903
USC00144341,37.0175,-98.49,7.368160561184728
USC00203391,44.6453,-84.6992,0.4169543007041274
USC00215615,45.8775,-93.3147,0.004308421639710717
USC00252560,40.2764,-99.7836,2.515544440169296
USC00397742,45.6656,-97.0394,1.5133480115591014
USC00054538,37.4536,-103.3219,2.898566765999716
USR0000KTRI,38.175,-83.4083,8.889578454332554
USC00210515,48.7094,-94.5853,-1.2965821638750572
USC00212576,47.6431,-92.2264,-4.7430115273775195
USC00151810,37.7933,-86.2325,5.445541958041958
USC00122825,40.2539,-85.1483,4.879106347438753
USC00132171,42.0364,-95.3289,3.261087463957159
USC00139132,41.4025,-94.0147,3.2383358417544614
USC00214546,44.2394,-95.3153,1.5927454744925937
USC00470175,45.3011,-92.3631,1.0758601630509876
USC00214652,47.2467,-94.2228,-0.7442242833052265
USC00145888,39.1131,-100.9447,2.7373902132998755
USC00334672,39.5325,-82.3939,5.431911623439
USC00399442,43.4989,-100.4814,1.587408834457135
USC00210287,45.3856,-96.1258,1.4975359053787665
USC00211374,47.3847,-94.6147,-0.9028532046864232
USC00216787,47.8794,-96.2844,-1.1630636010749482
