longitude,latitude
134.9667,-31.145
-122.7667,53.8833
-107.6876,38.0525
-99.2167,19.4667
-117.85,33.9167
-155.8433,19.7783
-150.9283,70.3464
-111.6424,35.2006
-110.5581,34.3925
146.15,-38.4333
-98.5833,20.9
-95.5225,30.6175
119.7667,-20.85
-91.9154,44.3228
-85.5893,40.6039
-95.9578,35.0383
-70.1584,44.3048
-87.6456,37.7558
-149.7283,61.0844
75.767,41.8
26.83,-30.42
-93.161,44.9383
-120.7691,38.3389
146.55,-38.2
143.7776,-37.3049
-82.7253,35.2326
147.1283,-36.6566
149.1,-35.25
-81.71,38.3539
-56.0,-33.21
34.583,-13.75
146.1333,-36.1167
-46.03,-23.0
90.5,56.28
-42.19,-4.41
-48.13,-1.35
-105.0335,40.5398
-122.0833,37.0833
-57.95,48.95
-81.6498,28.4952
150.9167,-30.15
-47.65,-23.42
-92.5494,41.5836
-103.0094,42.8275
-87.8999,42.3641
-101.5138,40.3219
-78.6793,35.8277
-104.7347,40.5845
-85.9995,38.2488
-80.13,38.9769
24.2108,64.2731
-92.8583,38.1467
-118.9667,44.9
-100.5413,42.8834
-48.58,-18.86
117.6536,-32.6983
-78.5333,41.7333
-114.3167,51.5
-49.7,-19.04
-92.5246,35.7567
-85.6189,40.4793
1.1817,49.3831
-80.1421,32.713
-43.42,-5.97
-81.2142,26.7091
-97.5315,29.4984
-76.079,38.758
-17.033,20.933
-112.75,46.1833
-91.4106,39.6267
117.8636,-30.4494
-92.047,39.0861
-113.2167,58.8833
11.43,48.9489
-85.5009,39.259
-75.0833,45.9
-100.05,49.0
76.4,54.2
-100.0877,39.1876
-72.6973,42.5088
-86.137,32.3783
-96.0108,40.639
-97.897,40.3504
-86.4705,40.0448
-80.7308,28.6408
-83.5958,32.364
149.7333,-34.8167
-126.75,51.6667
-87.65,37.6333
-101.2064,37.3236
152.3581,-31.7512
117.8792,-27.8336
-82.568,39.7185
23.4331,63.8831
-89.2291,41.1918
-108.3167,29.5833
-71.5717,44.7897
-70.65,42.6167
117.3131,-33.4972
-79.4,43.1833
-45.22,-22.41
77.53,26.75
141.75,-33.2
-97.4836,25.9663
85.52,20.47
-85.8353,44.855
-70.45,-23.433
151.3833,-29.2167
-77.1373,35.0746
-96.7211,33.0306
150.6614,-30.9094
-89.1526,35.3455
-88.3233,30.7878
-81.0368,31.9428
-118.2167,58.2
-97.4691,45.4726
-122.2667,37.8
139.7667,35.55
-105.604,39.0696
-99.1667,19.2833
-102.7333,23.6
-81.4367,31.3725
148.6825,-21.8208
6.7167,53.2667
-73.719,43.2896
-81.2167,27.8167
-81.9979,28.8937
-87.346,41.4955
-111.9,26.7667
-94.0667,58.7333
-77.1851,38.8985
149.0167,-29.1167
-109.4847,37.6133
-122.8925,38.3992
16.53,66.4897
-78.2192,40.6644
-79.2599,33.4266
-110.5596,48.5629
-104.9075,39.5505
-122.1514,37.0635
149.0,-21.4
0.8192,41.1533
-107.1648,44.7052
-73.7679,42.1335
-85.697,37.025
-40.0,-8.62
-86.4601,36.6808
-81.2543,33.7975
-85.7667,34.1833
-73.0264,40.7839
152.3833,-24.95
-74.2833,45.1167
-88.447,42.3194
5.4167,51.7167
-85.9201,39.9754
148.3167,-30.5833
-90.2167,51.45
