longitude,latitude
-117.4141,47.7454
6.4,53.05
-110.8499,45.2658
133.8978,-23.6925
-95.8,48.15
-123.7969,45.389
-98.0933,42.3203
-91.05,41.23
-98.6171,29.585
-75.8131,44.0003
147.2303,-43.1331
-82.0979,29.943
-76.7667,40.8833
-81.5314,27.528
146.5371,-36.6085
-108.9333,31.4833
-96.6833,40.763
-121.2281,40.2927
145.9253,-17.9364
152.1003,-28.2061
23.0667,63.7167
-114.4608,37.9405
48.5,-17.633
-119.3667,34.8333
-82.145,35.048
-94.0353,38.8681
-122.9781,46.0919
-89.7431,39.7974
-76.4437,37.537
-93.9361,30.7533
-124.0578,42.5522
-96.638,30.3172
-71.2622,42.566
-80.2833,43.15
-81.6717,37.3083
-82.0001,39.5529
-105.6,48.8
-99.6833,24.9
-88.9431,37.4799
-88.9883,40.5961
-75.8167,39.8205
-78.9729,33.7267
-78.8362,35.9713
151.1486,-33.7822
-110.9435,31.8993
-74.1708,42.7817
-98.6582,29.4672
-81.4474,42.7137
-75.56,39.7526
-105.85,22.9833
-76.6062,42.5881
-97.9576,34.4034
-74.6711,41.0822
-17.43,14.67
-43.35,-21.767
-94.9911,42.3544
-83.8289,32.1083
-87.9525,36.7944
-74.9506,41.8275
-81.8946,36.0506
-122.575,44.1111
116.1,-31.5667
-106.6162,35.1791
-99.6167,33.0667
-47.3,-21.28
-154.8988,19.5473
-93.4167,32.5667
-105.1156,40.4222
-69.9,44.3167
-82.1657,27.1132
-93.9492,37.3908
-47.92,-24.2
144.45,-34.2167
-96.5166,32.9357
-83.3775,30.5843
-104.1,19.0
-58.9667,47.95
-102.8,20.7167
81.73,16.33
147.5667,-23.5833
-92.6428,42.9063
-82.3667,42.9667
-98.0149,37.9196
-84.1333,36.9667
28.97,-31.88
-3.3958,57.0108
-108.0783,38.7531
-77.2667,60.0333
150.3167,-30.4333
-105.1923,38.4657
-122.8302,38.4011
-111.7147,32.8875
-70.4447,43.4886
-103.9311,39.972
152.4633,-31.4367
-70.9,42.4667
-83.3294,33.9152
-86.475,34.77
-101.283,21.0
145.0833,-37.7
-143.2833,67.0333
-99.2011,29.9706
-106.0531,34.9893
118.5,-30.9
148.8281,-36.5067
-6.869,56.499
-97.9438,41.3267
138.5356,-34.9552
-74.5669,39.4519
-97.7606,39.2789
6.62,36.3697
-84.15,31.1167
151.3164,-33.2528
-105.5674,41.3263
-92.1198,38.3657
-148.8442,63.3725
-80.2145,35.7433
-74.6198,39.2517
82.9,25.12
-106.6347,35.2522
-93.0782,42.3652
-70.1072,41.7542
-119.1333,53.9833
-115.2036,36.1386
-80.5616,41.1614
-104.9543,39.7422
-118.3,48.0333
-96.3167,15.8167
-75.95,-9.133
-95.9019,41.3119
141.4703,-25.3714
-108.8539,40.7839
-82.7,42.3
15.18,-19.78
-104.8013,39.5194
-103.9167,22.05
-92.823,30.236
-80.4103,37.2397
-79.9572,36.0234
-91.6935,40.4193
-102.3076,40.5802
-88.806,35.7512
-78.801,42.2647
-76.118,-5.894
-84.1511,35.8969
-105.1644,40.1519
146.2181,-36.5344
150.4614,-34.7796
-97.6738,30.5216
-73.8979,42.2697
-80.0,45.3333
-63.794,-22.62
-97.4,20.0833
-102.2,24.9833
-1.15,11.15
-96.1599,40.1147
-151.5636,59.6658
-87.6,31.9833
75.65,24.07
-97.3376,38.1802
-88.3416,40.9403
133.733,45.8667
-81.468,34.0675
146.9833,-35.2333
146.0744,-17.4947
-76.8642,42.9014
-47.25,-23.43
-81.2185,28.5624
-68.74,-11.02
-80.9,28.1
-86.2833,35.2667
-98.013,30.2085
-94.8074,31.3627
-102.346,41.4114
146.3707,-33.2833
100.217,23.95
-112.1526,45.4812
-100.0833,68.3167
-121.9667,49.2833
144.0,-37.7
-99.75,28.4333
-70.0,46.7
17.28,59.41
-98.6667,51.7333
-104.6494,39.3453
-84.0208,34.5069
-91.5032,46.3026
-156.5853,20.8058
-88.7788,35.5555
-99.0333,25.1167
144.7833,-34.9
-96.5526,30.2224
-97.0507,40.7731
146.1417,-17.9367
-85.7014,35.3683
-96.8257,40.8874
-93.6306,43.2844
-84.2896,39.3596
-93.236,45.6872
143.4622,-37.4817
-72.7108,43.3942
-75.8167,44.0
-105.238,39.9735
-104.8537,38.8497
-78.8405,42.9691
-93.2954,45.8704
-89.0311,42.5039
-84.0139,33.6064
-71.1333,21.4333
-149.4386,61.2225
-83.655,31.1619
118.1,-21.15
-86.9409,39.0203
-96.7873,29.8224
146.9833,-20.0333
-93.9167,44.2167
-97.7,31.1167
-111.0253,32.3912
-92.9203,41.3761
-92.8401,44.7083
-111.96,42.52
-103.4739,43.4378
-157.85,21.3667
-91.8096,45.3147
-71.3,41.6667
-94.6333,34.75
-44.2,-13.05
-78.1414,41.8076
-85.8574,42.8653
-39.95,-8.43
-98.1185,29.7109
-120.145,39.3181
148.0833,-41.2
148.2106,-35.8445
12.3,61.87
-75.2585,42.1653
-94.561,39.2498
-90.6872,38.7687
-117.4133,39.0628
-92.3833,14.7
-83.4208,34.9185
-114.1833,38.0333
30.07,-23.17
-85.4625,31.2205
-90.015,32.2986
-79.0186,41.6678
-80.4623,40.2761
-113.5993,37.0608
-81.6351,42.7873
14.7269,52.0206
21.07,64.62
-145.3167,61.9667
-98.4333,19.2833
73.97,21.17
-105.081,39.9245
-64.8061,18.3611
-127.05,-73.2
-35.47,-7.03
-96.2725,40.6819
-91.8955,36.7549
-82.4582,34.9626
-108.5333,33.8833
-98.8508,29.1936
-112.2317,42.8751
70.5,27.37
-96.2225,39.3275
-121.7889,43.2264
-97.7872,38.2261
-84.1667,43.3
6.14,49.7
-84.3221,36.0027
-97.3918,28.6677
-95.5278,32.8228
-101.0565,39.3487
-96.22,41.1994
-89.3667,49.35
-114.4333,51.1
-109.4833,49.9
-77.3873,34.7749
-89.4135,36.0928
76.85,9.22
-79.8862,40.3918
-107.4333,24.8333
-71.75,41.6667
-96.4281,33.9416
143.8667,-39.9333
-103.2997,44.0886
-103.7532,33.9551
-90.0,43.0
-41.98,-14.13
-94.7139,32.3908
-97.1242,38.9018
-71.3602,41.8371
-74.8083,39.8315
-92.2667,15.75
-102.291,45.8045
148.5333,-37.8
-111.9286,40.9874
-96.7,18.65
-70.2256,41.681
-73.0157,41.4099
-94.3213,46.8887
-67.9928,46.6255
-111.85,41.2167
-84.2497,41.6225
-97.5305,43.985
-87.6108,30.3576
-99.4149,34.5467
-97.2081,31.4642
-74.2756,43.7547
-95.2178,38.28
-86.6756,41.5919
75.92,29.7
-96.8497,40.4653
-87.2667,37.5333
-94.2812,36.4863
-120.9017,41.4219
121.995,-33.7422
-88.9893,40.5008
147.3,-34.5333
132.1572,-11.1597
17.1,-28.98
-54.83,-18.91
139.7581,-22.0764
-84.4041,39.7083
151.0997,-24.8931
-114.4667,52.55
-68.8333,76.5167
-97.0592,27.8362
-87.893,43.0978
-48.28,-22.85
77.3,30.55
-122.6847,44.9931
-79.1345,43.7977
-48.57,-19.77
-144.9281,62.1472
152.7042,-26.6278
-75.4061,41.1749
-88.8395,42.9255
106.0833,11.3333
-115.8,53.6167
-97.0518,32.667
-99.6467,37.0002
135.078,-32.9392
4.9,52.5831
-118.1,34.1
-105.2443,39.9838
149.251,-35.1889
-78.893,35.1115
-92.4667,38.9833
-97.4683,35.6071
-105.0696,31.0556
-100.5278,41.0761
-90.0667,33.25
-80.2167,43.55
-98.0171,30.1467
-108.2316,32.191
-90.4518,30.4311
14.03,56.64
-65.7667,44.0833
-93.659,42.0369
-88.9765,43.0891
-106.9022,44.5738
-86.8833,34.3667
-80.6716,32.2236
75.63,13.13
-76.7533,39.9965
-76.9242,42.502
150.65,-22.8
-87.4219,35.8317
25.9,-28.15
14.51,65.09
-150.5371,62.1329
-92.4,45.2
-89.9654,43.459
-122.7911,45.4209
79.2,43.0
-149.0833,61.5333
-97.6665,37.6778
142.5425,-21.8
115.9,-33.1
-97.9875,27.91
-62.0996,46.3952
-116.4167,52.0667
-82.3103,35.3857
-92.5067,39.2414
-88.1667,44.3274
-84.2922,43.4856
-90.7,37.15
-117.2428,33.053
-89.6569,41.0525
-79.95,43.65
-121.7894,43.2292
-103.6844,42.9722
-113.7942,35.7825
-96.6801,43.5352
-108.2746,32.786
43.25,66.383
-97.8559,30.4749
-93.6426,44.927
-99.411,37.604
-95.2072,29.4867
-93.5366,39.7751
-81.8167,69.3667
-121.4981,45.7317
-95.4337,29.0269
-160.0833,62.9167
-130.3333,59.9333
75.567,21.05
-104.8551,39.6082
-40.43,-13.44
-123.205,44.5682
145.122,-33.1984
-121.8333,49.2667
-105.5,43.45
-37.65,-8.1
-106.3951,31.9054
-91.3108,39.9125
145.1294,-38.0651
24.667,-32.933
140.8167,-37.6333
-112.1193,33.5401
80.33,16.85
-85.5886,38.2609
158.1667,6.9167
147.4,-42.8833
-48.45,-22.08
-115.87,43.0283
17.93,-23.47
-73.086,-39.65
115.8347,-27.4231
-103.1833,20.2833
-105.557,40.3599
-96.5108,43.6957
-93.7389,30.2267
-52.65,-32.01
139.5333,-35.9833
-52.0,-28.06
-83.5667,36.45
-92.8333,16.0667
-96.3536,45.6042
147.45,-23.9
-123.4611,48.1204
-97.3433,29.0892
-78.8314,36.3553
-84.0164,35.1004
-95.5192,38.7172
-72.9197,40.9562
77.43,8.27
-80.3329,25.6166
-89.104,44.3548
-67.4356,44.9526
-96.6257,39.2586
4.55,52.2667
145.4333,-31.5333
-89.7577,42.791
-103.5412,43.4399
-115.7167,31.5
-89.4493,40.6077
-75.55,45.35
-90.8333,43.3333
-123.9,49.5167
-89.5708,41.7975
148.9747,-26.4708
-87.9442,43.2513
-81.8975,31.6619
-52.1,-21.75
-97.6075,40.8587
-99.1495,38.857
-87.073,41.4977
-2.905,58.958
149.1667,-33.6667
-99.4333,23.4667
-79.3,45.0333
-72.4167,43.1667
-100.7833,49.0833
-76.1199,42.0529
-103.5167,21.9667
-102.9167,20.3667
8.0517,62.3417
75.8,19.833
-81.6167,46.4333
-122.55,47.1167
-100.4405,31.3887
-78.8857,36.0859
-85.6852,40.6424
-106.6213,37.6613
-90.7728,29.6791
-80.3953,26.0933
-95.3207,32.2093
-105.8262,32.9424
116.3858,-30.8394
148.9386,-37.5414
-83.94,41.3645
-108.3,25.7
-121.8536,36.9961
-56.35,49.0
-82.4,40.3833
-106.4896,35.1381
-82.5998,35.5731
-75.1825,40.7831
-82.9578,35.5284
-97.1123,49.8599
-89.0594,44.3547
140.45,-36.2667
-106.3461,42.7131
-74.7472,39.4506
-92.6667,16.2
29.53,-28.85
-76.4983,40.8208
-109.0384,44.5193
-72.1333,44.4167
147.3749,-36.5293
-4.1269,40.9478
26.9519,58.8653
-97.168,40.1431
-103.4345,29.4794
85.23,25.22
130.8283,-12.4582
-117.8525,42.7772
-88.8609,41.9241
-80.2858,25.8272
-73.088,43.943
41.05,46.55
-87.6815,41.4928
-117.4561,33.2861
-91.5609,41.6546
-121.365,36.8422
-81.1163,29.4564
143.9333,-19.0167
84.883,19.267
-78.6878,35.3244
-106.2083,35.2169
-116.9333,50.95
-101.35,27.7333
-88.9391,42.3251
151.4791,-29.4558
-80.0333,36.7833
151.2167,-33.8167
-39.32,-4.42
-89.8622,42.8122
-122.7065,45.7929
-86.2377,41.7387
-87.4167,41.4616
116.25,-26.1667
-80.6896,36.4941
151.305,-27.9333
-109.5,52.3
-84.3752,39.6295
-81.7493,36.2116
-123.3261,48.043
109.3333,13.05
-91.0442,33.2369
-122.7588,45.3958
-93.4738,35.4817
-85.8167,40.4167
148.1606,-34.6479
-119.4,55.2
-85.5713,39.5794
-115.8,47.4833
-82.911,34.9233
-97.0333,40.2
-98.0165,30.1974
-122.1931,47.6046
-122.0857,37.6889
-106.815,32.3262
-103.51,38.115
-101.81,33.17
142.3958,-32.57
-98.118,28.5804
-77.2763,39.7545
-53.19,-28.73
128.9361,-20.5161
-105.2384,38.454
-86.3599,35.3021
-103.4167,20.7
138.6398,-35.4377
151.5167,-31.8
145.25,-31.55
-155.9256,19.5342
-43.58,-14.77
-104.732,41.1649
-103.9455,50.3351
-72.5333,42.2
143.7036,-25.7911
-84.497,42.0611
-77.0072,36.9842
-78.6333,44.75
-122.7147,42.2131
25.5231,61.265
-99.2362,41.5562
-94.4908,36.1906
-105.2841,40.067
-100.748,46.9039
24.3,48.05
-110.8944,32.232
-102.0833,22.0667
118.2,-31.9
16.45,57.15
-97.4696,35.3353
145.0972,-37.7408
-86.6315,39.2319
114.6183,-26.7025
-74.7581,41.0535
-119.8808,39.2444
-78.9513,35.9326
152.015,-27.4058
-99.9574,32.2442
-102.0256,33.7177
-93.3618,43.6354
145.4803,-17.255
-78.7604,33.7926
-92.9433,32.3744
146.4167,-29.6333
5.2667,51.8667
-86.25,36.3167
-83.3338,30.9496
145.3,-35.5
77.23,13.53
-90.1047,45.5273
-77.1977,39.8105
77.65,10.0
-92.8994,37.33
152.6167,-30.9
-122.6056,40.6506
-77.1841,38.7899
-87.0333,35.6667
106.7333,10.9
31.77,-28.92
14.42,61.14
-81.9333,30.7
-76.2098,43.0586
136.6867,-33.76
-104.5848,38.2948
-50.65,-20.23
-87.4678,41.2191
-77.7,46.1833
-54.717,-2.433
-95.5239,33.7961
15.08,58.2
-106.8475,44.9769
-110.8617,43.4906
-91.1261,30.8331
-97.2739,37.9692
74.6,18.47
-104.95,42.2333
-96.0558,41.1532
-50.77,-17.47
71.07,25.48
-123.292,44.6644
-105.3833,36.1667
-121.5833,45.5167
-104.7604,41.174
-88.5833,33.6
-96.693,33.1685
-106.3283,35.8861
112.67,49.7
-89.8833,45.95
-132.9372,56.8056
115.4833,-31.15
-101.028,39.4003
-115.2833,47.6333
-87.484,36.7163
-60.82,-13.2
142.9977,-37.6579
144.4217,-16.8339
119.4081,-22.6331
-67.5517,44.6628
-94.2952,45.5647
16.17,60.14
-87.2155,41.3322
-94.9601,38.4968
-78.5853,38.8025
153.5502,-28.2025
77.2,29.4
-109.4833,49.3
-102.2453,31.8269
-98.1506,30.3104
-84.5272,41.4619
-97.158,30.1644
-100.65,22.2333
-107.1667,59.3333
-96.3868,40.5778
-83.25,39.5667
-106.765,32.2962
-68.8133,44.8044
-115.4306,44.1138
-55.32,-15.84
-48.25,-22.08
-124.55,49.8833
-75.0667,45.2833
-77.1408,34.7776
-86.5983,39.9236
-62.65,58.4833
-122.6333,48.2167
147.1342,-36.9767
-124.0,48.5
-82.9945,39.2825
-86.3,32.3833
-76.871,38.5966
-68.5831,45.3242
150.9,-23.9
-93.6633,31.6597
-101.9207,35.1845
-99.8311,28.6794
-95.8872,38.5791
-105.1791,39.6165
-107.8321,34.1395
-119.9869,37.5042
145.2333,-30.75
76.17,10.25
-82.607,39.2633
148.8558,-28.6044
-78.7401,44.3388
150.7167,-34.5333
-114.5833,53.6
-97.1753,30.14
-93.3512,45.2145
-82.5369,28.0473
-120.4333,46.5833
-102.8167,21.0
-64.9667,18.3667
148.1,-42.1
-81.6252,41.1229
-119.7717,39.615
-78.3,49.4667
149.9344,-36.8531
69.67,23.25
-80.2567,36.224
146.6083,-26.6658
-83.7,35.3764
-147.5942,64.8981
-114.8667,32.6167
-81.7027,30.1054
-105.2672,40.0478
-101.25,18.2833
-77.036,35.0585
-75.7476,43.0823
15.6,-20.78
-71.6061,41.6643
-93.0358,44.8344
-49.84,-26.53
-70.8279,41.7482
-76.5532,39.3578
26.85,45.1331
-117.8167,34.1667
-107.8167,28.95
-90.09,44.8175
-111.75,33.6351
-121.4,36.8833
117.6447,-20.8956
105.7833,15.1333
-63.292,45.3323
-87.9789,42.8961
-79.35,45.5833
-85.1761,35.4711
-96.1847,33.263
-74.6053,40.5704
-124.139,41.7881
140.483,-2.567
-95.4728,37.2758
7.8906,58.2153
-75.0368,23.1177
-121.286,44.1051
-96.5886,32.7409
-104.1833,20.7833
-100.0106,42.1717
-72.4915,41.6028
-105.3419,39.5958
-116.0632,34.1431
4.8331,52.4167
-122.796,48.0627
87.3,23.43
-82.8628,29.6563
-98.6005,37.9608
142.3,-34.8667
-45.07,-11.53
-106.7334,32.2982
-93.0147,37.1097
150.9167,-31.2717
-95.6167,39.75
95.383,28.1
-85.2422,43.2025
-84.5375,34.3108
-40.6,-11.43
-76.0167,43.8167
-85.1341,38.767
-82.9,76.4167
25.7119,66.4981
-97.177,33.3218
-106.6939,35.0217
-79.5409,34.8103
148.7,-30.8
-98.4292,29.4409
147.5,-33.2
-77.2808,42.845
16.22,-24.27
-93.8619,32.355
-93.9805,41.0413
-97.4753,46.2828
137.3639,-33.1257
-121.5447,38.9261
-92.8004,45.3085
-82.5126,43.0041
37.983,48.6
-82.5367,36.7217
-93.5264,44.449
-100.5,49.1833
-80.85,40.6
138.9833,-34.2833
-100.9185,38.4749
22.95,62.55
-98.3013,38.7533
-74.0,41.9333
-87.3939,37.9608
-107.8622,38.3871
-106.7194,34.6509
-122.3233,47.6452
-98.5,38.1669
-66.1678,18.4356
14.88,59.23
-81.6333,42.5167
-78.0231,42.3108
-156.2167,20.75
-95.0179,45.1202
-97.0091,33.0623
-82.6886,43.1256
77.817,23.533
170.75,-81.3833
-103.4701,39.1327
-84.2027,34.0684
-93.4743,41.6717
151.3085,-32.8323
18.35,63.43
-9.15,38.7167
-84.881,32.6403
115.5022,-32.0089
-73.7869,42.9455
-66.0833,43.8333
-90.0519,30.4372
-94.3061,35.9828
-77.1024,35.5141
-123.084,44.9402
-45.08,-2.52
-96.4062,30.1666
-87.5903,41.8008
-58.72,-11.41
-122.1585,39.9214
-51.02,-21.73
-39.0,-11.67
-72.0339,42.6656
-80.2667,36.6333
-71.0998,42.3131
-75.6446,42.9414
-110.55,46.4167
-44.49,-19.98
-96.2237,33.6542
-97.4813,25.9232
-80.8801,28.6468
-97.95,29.5833
5.4831,51.4167
139.7167,-36.3167
-79.6333,47.45
-105.07,37.33
-82.4799,28.0632
-68.75,49.9667
152.8244,-27.6053
149.2,7.35
160.4,60.68
-75.2,48.1167
139.95,-20.9167
-84.328,39.084
-118.6667,55.7833
-87.5836,39.5784
-96.88,35.7061
-79.8403,38.8908
8.6314,58.6581
-119.6542,34.0092
-105.1027,40.5182
-77.7167,40.9833
-104.8796,39.4971
-119.3578,40.6517
145.8833,-17.5467
139.84,-35.9711
-107.9976,32.1811
-108.5167,28.1333
-56.63,-31.27
-80.882,34.143
-88.0299,42.2845
-103.3299,41.7871
-90.1642,41.1203
13.7606,52.78
-86.1333,38.05
-97.8954,29.9599
27.7075,66.5592
-86.1464,43.0091
-99.887,37.7894
-75.5729,38.3243
-37.48,-8.15
25.62,-33.98
-106.32,36.51
27.28,-32.0
-65.8234,18.1515
-93.2246,44.9167
-106.2357,34.5514
-83.4333,35.4667
-85.6997,41.3589
149.0654,-30.9469
-89.5773,38.6552
-71.2306,46.8479
19.3,-34.0
-99.9031,36.0719
-80.9833,42.7667
-88.2886,40.0679
-102.8908,42.1153
-94.15,17.3167
-104.5997,39.1092
-93.1,40.05
-99.65,22.1667
-81.2537,29.5588
-104.9404,44.2622
-75.5332,38.4863
-103.3167,34.35
-92.1385,38.3389
118.1731,-26.8764
-84.2079,33.8859
-118.7192,41.5167
-52.15,-8.03
-121.0522,39.2176
-48.5,-24.75
-71.6833,45.2
148.5833,-31.9833
-87.8759,41.6585
-106.4887,35.0943
92.03,26.43
-106.1,52.3167
-44.94,-22.29
-73.1697,42.6972
-47.05,-21.75
6.1833,61.7881
-93.3349,37.1257
-87.3722,36.3414
-108.595,37.3444
144.97,-37.8075
-76.0373,43.5964
-117.3214,47.6858
-98.9362,41.375
-122.1,37.9167
-99.8,20.3667
-86.7909,35.9094
147.2333,-36.6833
-77.037,38.8958
-97.4962,35.3958
-73.3982,41.4215
-73.2899,41.1352
-108.55,52.7333
-93.5225,45.5853
-50.0,-22.32
-108.5831,32.988
-151.85,59.35
-101.3396,41.1842
121.3,-27.9
-97.0111,49.1765
144.4853,-20.7389
148.0442,-42.1994
-86.2534,42.1967
-92.7842,46.1775
-48.12,-22.28
91.813,22.25
-81.8121,36.1497
-116.7106,47.3647
139.1274,-34.4085
-104.5,36.3333
-68.8176,44.9242
-40.66,-20.8
-114.7561,43.9481
-118.9556,36.5672
24.2331,61.0667
-82.8333,34.9167
-41.1,-15.01
-89.6117,38.6116
-89.4508,45.5986
-98.3538,40.4127
-94.289,38.0565
-72.434,42.4156
-74.8723,39.0923
117.2589,-34.1733
-101.5167,41.5
-86.4547,36.505
-98.7507,29.4368
-74.1152,42.8316
-81.55,29.05
84.67,26.18
-78.9167,36.7333
152.903,-29.8445
-97.8667,55.75
-104.8407,39.6718
-94.3154,37.8813
-108.6869,39.0891
-94.5833,38.35
-75.6559,39.2803
-37.82,-5.22
-83.3,45.95
-89.2,40.6
-98.9416,40.4968
-93.1496,37.8808
-41.01,-16.43
-104.6331,41.5037
-92.4504,46.7144
-72.575,42.0281
-76.2964,37.4636
-124.05,48.4167
-82.8947,35.7834
-77.6196,43.2015
-107.27,41.05
-145.033,-14.483
-38.95,-4.55
-98.3655,30.7395
-123.1839,45.2117
-156.5155,20.8997
-79.6,34.6833
-102.3332,38.8582
-94.2959,45.3115
-94.4123,45.0946
147.6289,-27.9628
-71.5333,45.3167
20.72,-31.72
-6.0556,36.7506
145.45,-41.5
142.7,-35.4
117.7942,-31.1153
-111.55,49.0667
-88.7171,40.5591
-82.4922,42.7194
-101.4333,36.8333
-83.2862,34.5218
-123.0659,44.9438
-88.0757,30.817
-84.9167,33.5
-57.04,-21.19
-90.3136,38.4651
151.0766,-33.9766
-166.0894,66.2494
-105.9773,39.6011
67.9,38.267
-76.9246,36.2299
-89.6389,37.3914
139.8,-34.0667
-96.8828,41.7233
-88.1447,45.8923
-86.4958,39.7764
-83.9736,33.1167
-97.2161,27.8374
146.5478,-37.5125
149.0,-33.4
-75.4399,38.8776
-75.5554,42.7614
147.3147,-43.3531
-102.6833,46.25
-93.7413,36.9652
-87.4072,39.6688
-116.9667,42.55
48.55,39.467
-77.5339,42.8847
-103.5,31.4167
-122.6741,47.9021
-122.2678,45.3954
-105.9808,33.0111
-110.7674,32.139
-88.6534,40.8898
-86.7705,34.8128
43.25,54.083
-110.7761,47.0414
144.15,-19.6333
-79.9762,32.7649
-85.9362,41.7001
-112.0896,33.5608
-71.2,45.3667
-96.5,32.2667
-110.9667,33.1
-75.4931,38.6972
-88.2123,42.9994
-77.4693,37.5554
27.43,-28.83
-98.5333,19.4833
-93.5389,47.3154
-92.4,35.45
-97.9104,30.1101
-97.9144,35.0325
-111.8733,40.7889
-91.7953,43.3042
-80.0821,33.0985
-88.3958,47.2979
150.6,-34.2
-92.2563,34.7893
-112.0,39.35
111.617,26.233
-104.7773,40.4218
-79.8375,36.6575
-64.6,48.9
-96.9483,35.365
-83.9325,42.5939
152.0974,-28.7014
85.12,23.13
-94.0812,45.0745
-96.8,41.0333
-98.2166,38.7253
-97.4347,40.5357
21.4281,60.8017
-123.5833,49.0167
115.8208,-21.3567
-99.5988,43.7373
-94.0173,31.0852
-88.4461,43.1406
116.5692,-27.8058
-83.2256,42.7228
-88.3147,42.3545
145.6,-37.9
-87.7994,41.1245
117.6,-28.8
43.35,45.917
-115.3287,36.1813
-117.15,53.2333
-79.731,40.6937
-109.1244,35.6169
-105.667,26.933
-117.2097,32.6922
9.6458,62.5739
146.1689,-35.0499
-55.04,-31.27
-92.6964,35.7215
-106.1158,35.6004
-95.4088,45.8287
114.0,41.9
29.2167,62.5331
-71.2833,42.4833
-87.4373,40.9383
-93.7956,35.4905
-71.3132,42.3768
-67.2272,18.2981
-115.6391,47.8887
8.5833,50.0333
-121.1298,44.6007
16.2397,64.09
-97.6619,30.3388
-114.4667,49.8
-97.5746,42.1037
-97.515,37.564
-91.5379,44.8266
-84.2656,37.6248
-75.3544,38.7359
-37.67,-10.97
49.2,55.7331
-93.646,32.8925
-109.46,45.24
-80.6506,28.1651
129.6,44.567
51.583,30.667
-85.6523,43.3938
-99.0333,21.7
-123.7781,46.9549
-98.0303,42.9287
17.7,65.01
-95.7473,29.6511
-50.54,-6.82
-72.3483,42.2797
-92.0833,44.4
-122.35,42.38
145.1333,-38.15
-97.079,31.3987
-76.3,36.95
-119.0715,34.2275
-92.1486,46.7067
-64.8883,17.7456
-117.1333,46.1333
-50.53,-22.07
148.8897,-34.742
-98.65,49.0833
-93.0844,42.3389
100.6,13.917
-88.4139,44.3069
-100.1667,24.8833
-112.6667,35.2667
-97.8691,38.103
-76.8037,35.4437
-81.4783,35.1347
-119.3414,45.9094
-101.5087,45.8599
145.6892,-23.6239
-47.68,-22.58
15.75,56.83
-71.2312,43.2108
115.2,-21.9
-110.9,34.2667
149.9667,-32.9
-80.3008,26.8561
-150.9667,59.8333
-103.5968,40.3332
-98.5303,45.6764
-93.2912,37.0413
-120.5512,38.4675
151.7301,-31.4458
151.3,-29.0833
23.9,66.5831
-80.05,45.35
57.683,57.717
150.4135,-31.7118
-89.7959,32.247
138.244,-35.5718
-98.3458,30.8344
29.017,-24.183
-101.4667,31.2
99.95,8.533
-76.9546,35.4084
-73.9709,42.5363
-89.372,40.1562
77.45,31.2
-97.5295,42.8923
-92.9657,45.043
152.4625,-27.5681
-72.6667,43.0333
-123.3366,48.0377
-102.812,40.2097
-35.35,-9.23
-74.2228,39.968
-82.1941,28.2698
-123.7657,39.204
115.6428,-30.6033
-114.0,49.5167
-92.7125,32.3644
-79.0967,42.1594
-98.7833,31.8167
-112.86,33.4203
-88.4332,40.4789
77.033,29.7
-135.0667,60.7167
139.8874,-32.062
-88.9407,43.8437
-93.6633,36.5311
-93.7027,41.6611
-88.3604,40.2159
-80.9123,34.7113
-64.2,50.2167
-81.4258,35.7769
-43.02,-8.38
-97.589,36.4326
138.5667,-34.65
11.4425,61.1592
-63.8333,46.4333
-119.1916,38.9433
7.809,36.822
-47.47,-21.97
152.4833,-30.15
26.9167,37.7
-122.9564,47.084
21.29,67.0697
-97.65,20.3667
-83.3163,40.064
13.26,61.17
-106.105,42.3703
-95.9551,46.053
-114.7833,51.75
-124.7333,48.3833
115.0153,-33.6858
-94.9264,32.4599
67.833,40.117
145.4667,-26.65
-75.3369,40.1097
151.35,-32.6667
-96.4221,39.1935
71.92,21.83
-97.2879,30.0832
-88.3092,41.7803
-93.7007,32.533
-118.9667,43.3833
-94.4935,46.5417
-108.9333,28.8
-111.0167,30.05
-117.0167,33.2333
-20.2831,63.4
-79.6167,43.5667
-91.9744,37.4658
-134.2,66.8667
-104.9487,39.3818
-84.0,36.4167
27.05,50.17
-88.6251,47.0224
118.0308,-20.8822
27.3731,63.3769
-36.77,-9.12
-103.2204,41.189
-156.733,21.145
146.8,-34.0
-86.539,36.9287
145.595,-30.5583
-82.3753,33.4014
75.12,20.88
-87.0833,45.7333
-77.1,38.8167
147.2667,-37.75
-112.05,33.3333
-116.7264,47.78
-88.3167,42.6333
26.25,60.4
-111.0872,48.3097
-85.7803,39.5592
-120.4333,35.8833
-108.359,43.121
-88.4582,47.2317
-80.607,44.6138
-71.5003,41.7509
-116.998,32.7722
20.52,-32.95
-70.6535,42.6796
-80.8542,28.64
-76.1016,36.8069
-97.2054,49.0087
-99.474,27.5818
-97.2167,16.4167
-122.3517,47.7024
-104.5864,38.9317
-123.1249,44.0265
-104.7604,37.4903
-119.8,38.55
-93.3185,45.0403
-93.5833,44.8
-55.55,-30.91
-75.5183,39.8167
147.1752,-38.3183
21.7603,60.8331
150.0694,-27.7644
25.52,-26.83
-155.5667,19.1333
-90.8731,43.4245
-75.6333,45.3333
-99.4078,36.4086
-80.803,34.1545
-73.35,45.55
-87.7,34.7667
55.183,18.133
-95.9599,40.4797
-80.6333,39.5333
-97.4833,20.4833
-88.1195,40.1499
-85.9538,39.8982
116.1325,-29.4667
-78.9288,33.7567
